episode,steps,X,Y,progress,reward,calculated_reward,all_wheels_on_track,episode_status
160,69.0,6.393139112792969,3.408309910825238,35.762965056912876,0.001,0.001,False,off_track
161,1.0,4.085519705149858,0.683643270274216,0.7924104075011194,0.0,0.001,True,prepare
161,2.0,4.085665669916481,0.6836545320988138,0.793234662722013,1.0,0.001,True,in_progress
161,3.0,4.101488316069039,0.6870982044540478,0.8825886595624381,1.0,0.001,True,in_progress
161,4.0,4.1299714017861975,0.6883894147121681,1.0434295096413138,1.0,0.001,True,in_progress
161,5.0,4.175775091531053,0.6891095473323262,1.3020749971166534,1.0,0.001,True,in_progress
161,6.0,4.228542717537955,0.6980000756700083,1.6000607251467027,1.0,0.001,True,in_progress
161,7.0,4.294985967589266,0.7157345096868956,1.9752886264807188,1.0,0.001,True,in_progress
161,8.0,4.3650629646016945,0.7217785794700247,2.3710113391491525,1.0,0.001,True,in_progress
161,9.0,4.440486134467607,0.7257740910206375,2.796917689824004,1.0,0.001,True,in_progress
161,10.0,4.525986077848558,0.7387643823987985,3.279744433119306,1.0,0.001,True,in_progress
161,11.0,4.6310502304205805,0.7461780563889965,3.873039263495015,1.0,0.001,True,in_progress
161,12.0,4.746631218949295,0.7390909083950443,4.525692044449444,1.0,0.001,True,in_progress
161,13.0,4.852361505817812,0.7253296091771962,5.1226994078365005,1.0,0.001,True,in_progress
161,14.0,4.959214865896713,0.7173421943928618,5.726061865760229,1.0,0.001,True,in_progress
161,15.0,5.068097917017241,0.7135100059522198,6.340887627811104,1.0,0.001,True,in_progress
161,16.0,5.217391427261212,0.6938943017000138,7.183875652663824,1.0,0.001,True,in_progress
161,17.0,5.355291740500361,0.6704781721995733,7.96251928027054,1.0,0.001,True,in_progress
161,18.0,5.492109942540819,0.6366616621237995,8.734745408659274,1.0,0.001,True,in_progress
161,19.0,5.616776387055291,0.6070889924646978,9.439246381395916,1.0,0.001,True,in_progress
161,20.0,5.765338102405641,0.5857042635898589,10.280574441531968,1.0,0.001,True,in_progress
161,21.0,5.882680074899593,0.5792885070966335,10.943340888340604,1.0,0.001,True,in_progress
161,22.0,6.011490176794759,0.5819400238063456,11.672763625372616,1.0,0.001,True,in_progress
161,23.0,6.138472634893946,0.5957245700282442,12.372395337777531,1.0,0.001,True,in_progress
161,24.0,6.269511249393728,0.6186923597126672,13.09258959842548,1.0,0.001,True,in_progress
161,25.0,6.382734056560434,0.6448634745860276,13.724987575539505,1.0,0.001,True,in_progress
161,26.0,6.490892983249902,0.6825099281585957,14.358901154879778,1.0,0.001,True,in_progress
161,27.0,6.607539673664073,0.7382897408006569,15.047737372558368,1.0,0.001,True,in_progress
161,28.0,6.72295454348881,0.8087002138173107,15.798490444616052,1.0,1.0,True,in_progress
161,29.0,6.808968214016642,0.8727355317212845,16.40341570396214,1.0,1.0,True,in_progress
161,30.0,6.8980808735555055,0.9461271928253217,17.064171608887424,1.0,1.0,True,in_progress
161,31.0,6.965345983520975,1.010487884974748,17.58954667092487,1.0,1.0,True,in_progress
161,32.0,7.028466379813788,1.084393830776321,18.16290430824849,1.0,1.0,True,in_progress
161,33.0,7.070354902219773,1.143745785358404,18.572976382538624,1.0,1.0,True,in_progress
161,34.0,7.106111286532469,1.20320177968995,18.982180160781137,1.0,1.0,True,in_progress
161,35.0,7.136709786671848,1.269870574230337,19.39518478140695,1.0,1.0,True,in_progress
161,36.0,7.175494701753888,1.3411443716115288,19.869658458827335,1.0,1.0,True,in_progress
161,37.0,7.224031712769717,1.411198816887192,20.33995938853632,1.0,1.0,True,in_progress
161,38.0,7.262251199201711,1.481677891837834,20.78430983712436,1.0,0.001,True,in_progress
161,39.0,7.2939163743215,1.543321114546766,21.167884624610185,1.0,0.001,True,in_progress
161,40.0,7.336680142877226,1.6231240843929695,21.6071093854792,1.0,0.001,True,in_progress
161,41.0,7.371985109708832,1.7002239768551088,22.056233875798693,1.0,0.001,True,in_progress
161,42.0,7.411963249776932,1.7714040914795797,22.33121342416625,1.0,0.001,True,in_progress
161,43.0,7.4510367561929804,1.8429117697193176,22.705603346097796,1.0,0.001,True,in_progress
161,44.0,7.480294991828074,1.9209546863952796,23.00780475875254,1.0,0.001,True,in_progress
161,45.0,7.498546592997976,1.9907201088445323,23.371095551793037,1.0,0.001,True,in_progress
161,46.0,7.512718450346694,2.062639158824209,23.75113938877672,1.0,0.001,True,in_progress
161,47.0,7.536625923063247,2.1522913081751773,23.99442554713144,0.001,0.001,True,in_progress
161,48.0,7.563189094776868,2.2478308603039205,24.45533489614943,0.001,0.001,False,in_progress
161,49.0,7.578380401251241,2.357233546095153,24.657348187022276,0.001,0.001,False,in_progress
161,50.0,7.589761124050974,2.4431483094312947,25.023462482300054,0.001,0.001,False,in_progress
161,51.0,7.61838777985984,2.54506236033158,25.456165435606003,0.001,0.001,False,in_progress
161,52.0,7.646219578254883,2.6529059422551944,25.50352487228194,0.001,0.001,False,off_track
162,1.0,4.970979010113457,0.6839094695872412,0.7924181663404806,0.0,0.001,True,prepare
162,2.0,4.9711674794226415,0.6839146980782129,0.7934824253715195,1.0,0.001,True,in_progress
162,3.0,4.987269274630741,0.6862140181455161,0.8844110105965184,1.0,0.001,True,in_progress
162,4.0,5.016468952192027,0.6879861852017031,1.0492986635896164,1.0,0.001,True,in_progress
162,5.0,5.064825875865951,0.6882438757407371,1.3223608142232055,1.0,0.001,True,in_progress
162,6.0,5.121589682521111,0.6908701727953839,1.642899622602846,1.0,0.001,True,in_progress
162,7.0,5.203973634965103,0.6930059132075477,2.1081066131937027,1.0,0.001,True,in_progress
162,8.0,5.28779619211939,0.6924253445109176,2.581434433045265,1.0,0.001,True,in_progress
162,9.0,5.387901467820325,0.6922473556234371,3.146714884047133,1.0,0.001,True,in_progress
162,10.0,5.495071705271632,0.6943431345162833,3.751946999934222,1.0,0.001,True,in_progress
162,11.0,5.649772286996141,0.6995940957685715,4.625398152607795,1.0,0.001,True,in_progress
162,12.0,5.782220222425096,0.706003360825444,5.372764290529272,1.0,0.001,True,in_progress
162,13.0,5.916698727262697,0.7131856275129762,6.13131399123186,1.0,0.001,True,in_progress
162,14.0,6.078552323603506,0.7248604433964833,7.052794563919432,1.0,0.001,True,in_progress
162,15.0,6.2095346631411745,0.7334598183287919,7.808556241995817,1.0,0.001,True,in_progress
162,16.0,6.345656290823324,0.7459812759366974,8.5804204273235,1.0,1.0,True,in_progress
162,17.0,6.467275476010753,0.7701345598441357,9.293773952122471,1.0,1.0,True,in_progress
162,18.0,6.561106557486389,0.7971777690041878,9.910296732796745,1.0,1.0,True,in_progress
162,19.0,6.658201814850051,0.8359565387675336,10.553778159886754,1.0,1.0,True,in_progress
162,20.0,6.738235028307544,0.8753726354726508,11.056914960437991,1.0,1.0,True,in_progress
162,21.0,6.815040624481304,0.9203147673415036,11.583885670658333,1.0,1.0,True,in_progress
162,22.0,6.899157501058697,0.9833069551757068,12.208472413816809,1.0,1.0,True,in_progress
162,23.0,6.968914895292058,1.0416056150829598,12.72156108696402,1.0,1.0,True,in_progress
162,24.0,7.02772807400386,1.1063416630472027,13.259769763324076,1.0,1.0,True,in_progress
162,25.0,7.072375200716349,1.1707796652565794,13.729632691159985,1.0,1.0,True,in_progress
162,26.0,7.113177926057661,1.2373068200139474,14.169915245038435,1.0,1.0,True,in_progress
162,27.0,7.148280262607004,1.3099834776300483,14.64832542203288,1.0,1.0,True,in_progress
162,28.0,7.171909870943119,1.3867697401046708,15.100001402838034,1.0,1.0,True,in_progress
162,29.0,7.190656700304802,1.4929047240088609,15.73547451701108,1.0,1.0,True,in_progress
162,30.0,7.194332927541488,1.5873845916251996,16.345430228942124,1.0,1.0,True,in_progress
162,31.0,7.1879125710883045,1.682191123262352,16.876542008345076,1.0,1.0,True,in_progress
162,32.0,7.173147158325706,1.7756445443787487,17.51683416748511,1.0,1.0,True,in_progress
162,33.0,7.147042488167202,1.871110182703277,18.1302017591756,1.0,1.0,True,in_progress
162,34.0,7.108667585726616,1.9650562330478272,18.69449925989963,1.0,1.0,True,in_progress
162,35.0,7.06296235105272,2.04157150292964,19.277132474275778,1.0,1.0,True,in_progress
162,36.0,7.004563073803325,2.1209587296638466,19.964179703394972,1.0,1.0,True,in_progress
162,37.0,6.945059558919828,2.193083893289236,20.658687855962363,1.0,1.0,True,in_progress
162,38.0,6.8714151552831595,2.269726657059863,21.254920873031544,1.0,1.0,True,in_progress
162,39.0,6.777159342652807,2.3532240589610933,22.117377758656644,1.0,1.0,True,in_progress
162,40.0,6.6925108310718695,2.4172165882411916,22.871956203315985,1.0,1.0,True,in_progress
162,41.0,6.606555258172572,2.471631018959514,23.62875162226637,1.0,0.001,True,in_progress
162,42.0,6.523171972217299,2.515238509361652,24.33816085773149,1.0,0.001,True,in_progress
162,43.0,6.4289197746008835,2.5517959313658856,25.078738679195254,1.0,0.001,True,in_progress
162,44.0,6.336268712235038,2.5788904945264144,25.76186992295553,1.0,0.001,True,in_progress
162,45.0,6.246267715087432,2.594248960084841,26.27484131730663,1.0,0.001,True,in_progress
162,46.0,6.136543857323776,2.608724703556522,26.942100122394773,1.0,0.001,True,in_progress
162,47.0,6.022440547944344,2.622766747217137,27.61395015357565,1.0,0.001,True,in_progress
162,48.0,5.9051734587917135,2.6403543250422463,28.275615527453336,1.0,0.001,True,in_progress
162,49.0,5.79606771154675,2.657308761449111,28.890848185613493,1.0,0.001,True,in_progress
162,50.0,5.694127504019989,2.669513202007378,29.465388520989787,1.0,0.001,True,in_progress
162,51.0,5.583184555819493,2.6834227758023115,30.08915430211211,1.0,0.001,True,in_progress
162,52.0,5.442592883372968,2.6988340342799613,30.882808426512764,1.0,0.001,True,in_progress
162,53.0,5.333666795503071,2.7074204375430067,31.49769561735428,1.0,0.001,True,in_progress
162,54.0,5.2145185537980066,2.7158033922140303,32.175139837247755,1.0,0.001,True,in_progress
162,55.0,5.087204756555509,2.735971879727149,32.88738964517341,1.0,0.001,True,in_progress
162,56.0,4.966909817827224,2.766825653344993,33.56524479752452,1.0,0.001,True,in_progress
162,57.0,4.87540393922859,2.7983633566827315,34.108286071355224,1.0,1.0,True,in_progress
162,58.0,4.790587855476144,2.8259143328831153,34.61062024486217,1.0,1.0,True,in_progress
162,59.0,4.689237401561593,2.855852386833279,35.222436698092785,1.0,1.0,True,in_progress
162,60.0,4.614187623170433,2.887541699915774,35.6824508684754,1.0,1.0,True,in_progress
162,61.0,4.520770812934854,2.9261621090654897,36.25995989539783,1.0,1.0,True,in_progress
162,62.0,4.428280018141946,2.957921694207279,36.77165382933855,1.0,0.001,True,in_progress
162,63.0,4.3515237273688925,2.9963501246873174,37.23886554342304,1.0,0.001,True,in_progress
162,64.0,4.267251788037779,3.0532539829172225,37.77484658122523,1.0,0.001,True,in_progress
162,65.0,4.193828118107534,3.11537935180646,38.30071418178126,1.0,0.001,True,in_progress
162,66.0,4.121677066751348,3.1874158979931657,38.85783489594859,1.0,0.001,True,in_progress
162,67.0,4.0576198453808505,3.2618649957601464,39.40467913959399,1.0,0.001,True,in_progress
162,68.0,4.004797263730804,3.336861315326469,39.921668343560256,1.0,0.001,True,in_progress
162,69.0,3.954221047224173,3.4128326230600536,40.43923358007103,1.0,0.001,True,in_progress
162,70.0,3.9150135572799303,3.4876157218342483,40.90595016054206,1.0,0.001,True,in_progress
162,71.0,3.8800390344316367,3.5669751873752715,41.37807535145769,1.0,0.001,True,in_progress
162,72.0,3.8463472196450534,3.642974879675595,41.83087546521662,1.0,0.001,True,in_progress
162,73.0,3.806068897630475,3.7310642392997986,42.36018983391533,1.0,0.001,True,in_progress
162,74.0,3.758747806193151,3.8196865962923217,42.91691045104082,1.0,0.001,True,in_progress
162,75.0,3.691149949586316,3.918166199375983,43.588987360613494,1.0,0.001,True,in_progress
162,76.0,3.6169924697060334,4.006256318108631,44.23975851977021,1.0,0.001,True,in_progress
162,77.0,3.528833552067193,4.092466005548494,44.931405088647594,1.0,0.001,True,in_progress
162,78.0,3.4381508419744553,4.16496448029112,45.57182963031673,1.0,0.001,True,in_progress
162,79.0,3.3518113002842127,4.222561840892143,46.157877587622885,1.0,0.001,True,in_progress
162,80.0,3.2518413469551843,4.276001649174385,46.84300379596371,1.0,0.001,True,in_progress
162,81.0,3.153331914541181,4.319886190786601,47.446115565148475,1.0,0.001,True,in_progress
162,82.0,3.0602712595824535,4.355334793732768,48.05150922216982,1.0,0.001,True,in_progress
162,83.0,2.9643708207447963,4.3810994532861125,48.74647561263655,1.0,0.001,True,in_progress
162,84.0,2.856672316054647,4.393088350391187,49.35619807178565,1.0,0.001,True,in_progress
162,85.0,2.7516623458382243,4.396544474573782,50.05512297952407,1.0,0.001,True,in_progress
162,86.0,2.640230336437175,4.390044634672426,50.68368528737093,1.0,0.001,True,in_progress
162,87.0,2.5269479641231665,4.384294961718516,51.33186175938606,1.0,0.001,True,in_progress
162,88.0,2.412064034690826,4.375561048369862,52.00719355172696,1.0,0.001,True,in_progress
162,89.0,2.296700591947013,4.364860141041059,52.66040659978971,1.0,0.001,True,in_progress
162,90.0,2.181021344715665,4.365355794185211,53.31077137762919,1.0,0.001,True,in_progress
162,91.0,2.0753948230552983,4.37880025985113,53.90051719469611,1.0,0.001,True,in_progress
162,92.0,1.969381106014659,4.400955836545039,54.4956511595655,1.0,1.0,True,in_progress
162,93.0,1.873927748958664,4.422155385618089,55.03118876553864,1.0,1.0,True,in_progress
162,94.0,1.7836857479864443,4.4317622209484595,55.54054436379901,1.0,1.0,True,in_progress
162,95.0,1.6935816776403882,4.428326747319962,56.0518935817352,1.0,1.0,True,in_progress
162,96.0,1.6091914187498808,4.4155492467749555,56.53099245151515,1.0,1.0,True,in_progress
162,97.0,1.5298211458043145,4.398405470138316,56.99425338385284,1.0,1.0,True,in_progress
162,98.0,1.435426881262324,4.36970967789424,57.53734844660167,1.0,1.0,True,in_progress
162,99.0,1.3703003611293667,4.340035249752308,58.04304237208795,1.0,1.0,True,in_progress
162,100.0,1.295456279196997,4.298433637290925,58.51291578699199,1.0,1.0,True,in_progress
162,101.0,1.2141207794041236,4.23676819000364,59.26058093282096,1.0,1.0,True,in_progress
162,102.0,1.1372206530340676,4.159701161819515,60.01678772594114,1.0,1.0,True,in_progress
162,103.0,1.065221448659912,4.0791189400469285,60.76148128671456,1.0,1.0,True,in_progress
162,104.0,0.998848086421214,3.9916864787901383,61.52473989478112,1.0,1.0,True,in_progress
162,105.0,0.9284398299423692,3.901690520376732,62.332070604877686,1.0,1.0,True,in_progress
162,106.0,0.8616650430241758,3.8216523130717928,63.033106527464376,1.0,1.0,True,in_progress
162,107.0,0.8031213838157983,3.737838197826516,63.56572769324722,1.0,1.0,True,in_progress
162,108.0,0.7571625391759629,3.650182979469573,64.15390799219199,1.0,1.0,True,in_progress
162,109.0,0.7198781927712178,3.569964495862543,64.62295230254881,1.0,1.0,True,in_progress
162,110.0,0.6934569280981531,3.4875952320335943,65.07977473159305,1.0,0.001,True,in_progress
162,111.0,0.6797297334000216,3.417556235605758,65.4519098183388,1.0,0.001,True,in_progress
162,112.0,0.6734918287650189,3.3357391314830993,65.90395573464625,1.0,0.001,True,in_progress
162,113.0,0.6590864899398768,3.2611324293697797,66.29097904556886,1.0,0.001,True,in_progress
162,114.0,0.6369890356908512,3.1924157390531342,66.61507069082441,1.0,0.001,True,in_progress
162,115.0,0.6190037618421392,3.1087372771221866,67.05021072651711,1.0,0.001,True,in_progress
162,116.0,0.6160441119940714,3.041745451977216,67.37914877990731,1.0,0.001,True,in_progress
162,117.0,0.6154666989311853,2.954916943785988,67.85027892824763,1.0,0.001,True,in_progress
162,118.0,0.6228185528399889,2.86227703735007,68.39997992878693,1.0,0.001,True,in_progress
162,119.0,0.6375686013700014,2.7668935893071365,68.9790925001666,1.0,0.001,True,in_progress
162,120.0,0.6618461932005463,2.6873744491157656,69.44708110887066,1.0,0.001,True,in_progress
162,121.0,0.6888295721051184,2.618404854721751,69.87428074097039,1.0,0.001,True,in_progress
162,122.0,0.7293584261159667,2.5360582803675737,70.37600727832306,1.0,0.001,True,in_progress
162,123.0,0.7816212737783877,2.4515737867832197,70.90276773116554,1.0,0.001,True,in_progress
162,124.0,0.8247239977104563,2.3606081526609324,71.45517418816031,1.0,0.001,True,in_progress
162,125.0,0.8724515988355619,2.2447847107069574,72.15028009559296,1.0,0.001,True,in_progress
162,126.0,0.9187850034548056,2.124445947466159,72.86874308754277,1.0,0.001,True,in_progress
162,127.0,0.9605121303151172,2.0136141250119004,73.52936611693957,1.0,0.001,True,in_progress
162,128.0,1.0008562604993017,1.9025757100069665,74.18963521933493,1.0,0.001,True,in_progress
162,129.0,1.0307102970781767,1.805106671109672,74.76266320498198,1.0,0.001,True,in_progress
162,130.0,1.0638574214586705,1.7015392087460468,75.3733174024021,1.0,0.001,True,in_progress
162,131.0,1.0945145082484276,1.597697559796328,75.98244303119397,1.0,0.001,True,in_progress
162,132.0,1.132716791892851,1.4670641103567492,76.74857023668673,1.0,0.001,True,in_progress
162,133.0,1.177719033435672,1.349868958156847,77.4549084792431,1.0,1.0,True,in_progress
162,134.0,1.226041344886753,1.2518752028996016,78.0623947257858,1.0,1.0,True,in_progress
162,135.0,1.2826190058654687,1.154915275534239,78.70548869867758,1.0,1.0,True,in_progress
162,136.0,1.3486619594943756,1.0580075830820732,79.44764940042386,1.0,1.0,True,in_progress
162,137.0,1.4119365577842646,0.9695873092712756,80.09954215222118,1.0,1.0,True,in_progress
162,138.0,1.480162210804116,0.8774800308088864,80.8251139430276,1.0,1.0,True,in_progress
162,139.0,1.5388896540546178,0.7972048698423339,81.33008296163707,1.0,0.001,True,in_progress
162,140.0,1.596633258935758,0.7076640795116442,81.79737081160718,1.0,0.001,True,in_progress
162,141.0,1.6573259509706573,0.6082841663921787,82.30100289031125,1.0,0.001,True,in_progress
162,142.0,1.7220295033891215,0.5139786170602403,82.67570229817355,1.0,0.001,True,in_progress
162,143.0,1.7989777944042775,0.4258478142973848,83.20345867109023,1.0,0.001,True,in_progress
162,144.0,1.8777597389201497,0.3506005777833441,83.59901604789106,0.001,0.001,True,in_progress
162,145.0,1.95117443517563,0.2900986550514077,84.05800654130881,0.001,0.001,False,in_progress
162,146.0,2.03253499430206,0.2141231592987152,84.41148087629465,0.001,0.001,False,in_progress
162,147.0,2.121157640039054,0.1368695674033817,84.92305225946151,0.001,0.001,False,in_progress
162,148.0,2.2175039052146306,0.0557852481847062,85.31007602297296,0.001,0.001,False,off_track
163,1.0,5.856237441298724,0.6843518855926581,0.791284880727397,0.0,0.001,True,prepare
163,2.0,5.8569264084574755,0.684151386871391,0.7951805274753448,1.0,0.001,True,in_progress
163,3.0,5.865597165655297,0.6834327350303018,0.8441607487859076,1.0,0.001,True,in_progress
163,4.0,5.8889573624754785,0.684774810509361,0.9760345734516728,1.0,0.001,True,in_progress
163,5.0,5.92679746743328,0.6912726085096514,1.1893727533853926,1.0,0.001,True,in_progress
163,6.0,5.983201564856158,0.6993171604871186,1.5074839556787123,1.0,0.001,True,in_progress
163,7.0,6.05564916009992,0.70262495875057,1.9202967240592617,1.0,0.001,True,in_progress
163,8.0,6.125798628122775,0.7159021926396639,2.3182040334540357,1.0,0.001,True,in_progress
163,9.0,6.2016166880706844,0.737058028473626,2.7492478707328765,1.0,0.001,True,in_progress
163,10.0,6.277198932836929,0.7588962594196107,3.2011935018737168,1.0,1.0,True,in_progress
163,11.0,6.353606972752745,0.7828562610056629,3.667552572309379,1.0,1.0,True,in_progress
163,12.0,6.422313510644861,0.8146940675053916,4.076296948026367,1.0,1.0,True,in_progress
163,13.0,6.488295323755634,0.8500860330687108,4.621119967749266,1.0,1.0,True,in_progress
163,14.0,6.569838420261536,0.8927467731737005,5.135341558914244,1.0,1.0,True,in_progress
163,15.0,6.652677258891893,0.9426894817779964,5.8195057874640135,1.0,1.0,True,in_progress
163,16.0,6.720640030145142,0.9805209691039518,6.3372379585265035,1.0,1.0,True,in_progress
163,17.0,6.817312868154876,1.032882721939281,7.0499679485545395,1.0,1.0,True,in_progress
163,18.0,6.920585781811207,1.1023324496248006,7.746198826352366,1.0,1.0,True,in_progress
163,19.0,7.010218394307266,1.1804415019819097,8.536117875755235,1.0,1.0,True,in_progress
163,20.0,7.081552695173822,1.2573268158329465,9.182036853700993,1.0,1.0,True,in_progress
163,21.0,7.153052384157819,1.3580755210542863,9.909574886249892,1.0,1.0,True,in_progress
163,22.0,7.222506045315203,1.4563079807434385,10.585460388761902,1.0,1.0,True,in_progress
163,23.0,7.2933488997575955,1.5412084753168322,11.155533114737144,1.0,0.001,True,in_progress
163,24.0,7.379359914293372,1.6650260901618266,11.86117236179623,1.0,0.001,True,in_progress
163,25.0,7.442092909257468,1.7818633438123224,12.369428503117495,1.0,0.001,True,in_progress
163,26.0,7.486819394202447,1.8803237760016616,12.891083904779316,1.0,0.001,True,in_progress
163,27.0,7.520173792802532,1.9754257301403024,13.260882964897649,1.0,0.001,True,in_progress
163,28.0,7.559117755646851,2.064126623175444,13.70400362583566,1.0,0.001,True,in_progress
163,29.0,7.614475674228996,2.1508478223785046,13.84313501116205,0.001,0.001,False,in_progress
163,30.0,7.686510863717112,2.2571595463865464,14.277667494124556,0.001,0.001,False,in_progress
163,31.0,7.750307885155106,2.3626729014630454,14.657348187022274,0.001,0.001,False,off_track
164,1.0,6.726575065827387,0.7973239133780157,0.7851277522311295,0.0,0.001,True,prepare
