iteration,episode,step,waypoint,is_left_of_center,original_reward,calculated_reward,progress,all_wheels_on_track,reward_zone
8,163,6.0,20,True,1.0,0.001,1.5074839556787123,True,no_reward_zone
8,163,7.0,20,True,1.0,0.001,1.9202967240592617,True,no_reward_zone
8,163,8.0,20,True,1.0,0.001,2.3182040334540357,True,no_reward_zone
8,163,9.0,21,True,1.0,0.001,2.7492478707328765,True,no_reward_zone
8,163,10.0,22,True,1.0,1.0,3.2011935018737168,True,left_reward_zone
8,163,11.0,22,True,1.0,1.0,3.667552572309379,True,left_reward_zone
8,163,12.0,23,True,1.0,1.0,4.076296948026367,True,left_reward_zone
8,163,13.0,23,True,1.0,1.0,4.621119967749266,True,left_reward_zone
8,163,14.0,24,True,1.0,1.0,5.135341558914244,True,left_reward_zone
8,163,15.0,25,True,1.0,1.0,5.8195057874640135,True,left_reward_zone
8,163,16.0,25,True,1.0,1.0,6.3372379585265035,True,left_reward_zone
8,163,17.0,26,True,1.0,1.0,7.0499679485545395,True,left_reward_zone
8,163,18.0,27,True,1.0,1.0,7.746198826352366,True,left_reward_zone
8,163,19.0,28,True,1.0,1.0,8.536117875755235,True,left_reward_zone
8,163,20.0,29,True,1.0,1.0,9.182036853700993,True,left_reward_zone
8,163,21.0,29,True,1.0,1.0,9.909574886249892,True,left_reward_zone
8,163,22.0,30,True,1.0,1.0,10.585460388761902,True,left_reward_zone
8,163,23.0,31,True,1.0,1.0,11.155533114737144,True,left_reward_zone
8,163,24.0,32,True,1.0,1.0,11.86117236179623,True,left_reward_zone
8,163,25.0,32,True,1.0,1.0,12.369428503117495,True,left_reward_zone
8,163,26.0,33,True,1.0,1.0,12.891083904779316,True,left_reward_zone
8,163,27.0,33,True,1.0,1.0,13.260882964897649,True,left_reward_zone
8,163,28.0,34,True,1.0,1.0,13.70400362583566,True,left_reward_zone
8,163,29.0,34,True,0.001,1.0,13.84313501116205,False,left_reward_zone
8,163,30.0,35,True,0.001,1.0,14.277667494124556,False,left_reward_zone
8,163,31.0,35,True,0.001,1.0,14.657348187022274,False,left_reward_zone
8,164,1.0,25,True,0.0,1.0,0.7851277522311295,True,left_reward_zone
8,164,2.0,25,True,1.0,1.0,0.7833896711744809,True,left_reward_zone
8,164,3.0,25,True,1.0,1.0,0.8093969772764581,True,left_reward_zone
8,164,4.0,25,True,1.0,1.0,0.9176878274804484,True,left_reward_zone
8,164,5.0,25,True,1.0,1.0,1.0970526775028189,True,left_reward_zone
8,164,6.0,25,True,1.0,1.0,1.3733902592787617,True,left_reward_zone
8,164,7.0,26,True,1.0,1.0,1.701723513431691,True,left_reward_zone
8,164,8.0,26,True,1.0,1.0,2.099473498718299,True,left_reward_zone
8,164,9.0,27,True,1.0,1.0,2.5397789689095647,True,left_reward_zone
8,164,10.0,27,True,1.0,1.0,3.073570937429282,True,left_reward_zone
8,164,11.0,28,True,1.0,1.0,3.546447382199741,True,left_reward_zone
8,164,12.0,28,True,1.0,1.0,4.096865445785275,True,left_reward_zone
8,164,13.0,29,True,1.0,1.0,4.699790122670608,True,left_reward_zone
8,164,14.0,30,True,1.0,1.0,5.128783894414557,True,left_reward_zone
8,164,15.0,30,True,1.0,1.0,5.640987432142524,True,left_reward_zone
8,164,16.0,31,True,1.0,1.0,6.004393347725184,True,left_reward_zone
8,164,17.0,31,True,1.0,1.0,6.6027033091385245,True,left_reward_zone
8,164,18.0,32,True,1.0,1.0,7.242178826034518,True,left_reward_zone
8,164,19.0,33,True,1.0,1.0,7.719358336532239,True,left_reward_zone
8,164,20.0,33,True,1.0,1.0,8.299760845705501,True,left_reward_zone
8,164,21.0,34,True,1.0,1.0,8.907781329230662,True,left_reward_zone
8,164,22.0,35,True,1.0,1.0,9.414292384988132,True,left_reward_zone
8,164,23.0,35,True,1.0,1.0,10.061279319908468,True,left_reward_zone
8,164,24.0,36,True,1.0,1.0,10.639661024804138,True,left_reward_zone
8,164,25.0,37,True,1.0,1.0,11.189913777427702,True,left_reward_zone
8,164,26.0,37,True,1.0,1.0,11.762531431600642,True,left_reward_zone
8,164,27.0,38,True,1.0,1.0,12.15552508199193,True,left_reward_zone
8,164,28.0,39,True,1.0,1.0,12.735568387773732,True,left_reward_zone
8,164,29.0,39,True,1.0,1.0,13.253406365974962,True,left_reward_zone
8,164,30.0,40,True,1.0,0.001,13.818861928183107,True,no_reward_zone
8,164,31.0,41,True,1.0,0.001,14.365638752464688,True,no_reward_zone
8,164,32.0,41,True,1.0,0.001,15.104208734971149,True,no_reward_zone
8,164,33.0,42,True,1.0,0.001,15.749470929298232,True,no_reward_zone
8,164,34.0,43,True,1.0,0.001,16.20385559394678,True,no_reward_zone
8,164,35.0,43,True,1.0,0.001,16.766610253306073,True,no_reward_zone
8,164,36.0,44,True,1.0,0.001,17.355948503086598,True,no_reward_zone
8,164,37.0,45,True,1.0,0.001,17.823688463343256,True,no_reward_zone
8,164,38.0,45,True,1.0,0.001,18.259889098780857,True,no_reward_zone
8,164,39.0,46,True,1.0,0.001,18.80017550144511,True,no_reward_zone
8,164,40.0,46,True,1.0,0.001,19.21620793736417,True,no_reward_zone
8,164,41.0,47,True,1.0,0.001,19.676165452350386,True,no_reward_zone
8,164,42.0,47,True,1.0,0.001,20.17655054960144,True,no_reward_zone
